                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.97155,                0.97747,                 1.1874,                0.76657,                0.72192,                0.80348,                0.57389,                0.98846,                0.98841,                 1.2867,             0.00080101,             0.00080101,             0.00080101
                     15,                0.96118,                0.96215,                  1.179,                0.72886,                0.77926,                0.79803,                0.57384,                0.99435,                0.99789,                 1.2897,             0.00079201,             0.00079201,             0.00079201
                     16,                0.94379,                0.94265,                 1.1795,                0.71324,                0.77741,                0.80205,                0.57597,                0.99245,                0.98215,                 1.2836,             0.00078301,             0.00078301,             0.00078301
                     17,                0.93482,                0.91237,                 1.1691,                0.74609,                0.75823,                0.79907,                0.56384,                0.99407,                   1.04,                 1.2876,             0.00077401,             0.00077401,             0.00077401
                     18,                0.93424,                 0.9084,                 1.1564,                0.75259,                0.74201,                0.81206,                0.59177,                 0.9466,                0.95187,                  1.265,             0.00076501,             0.00076501,             0.00076501
                     19,                0.92895,                0.89652,                 1.1649,                0.75263,                0.78519,                0.82139,                0.59702,                0.95203,                0.89673,                 1.2587,             0.00075602,             0.00075602,             0.00075602
                     20,                0.91434,                0.86271,                 1.1602,                 0.7603,                0.71626,                0.80529,                0.57493,                0.99734,                0.99162,                 1.3182,             0.00074702,             0.00074702,             0.00074702
                     21,                0.91121,                 0.8516,                  1.151,                0.79723,                0.75349,                0.83393,                0.59801,                0.93781,                 0.8867,                 1.2485,             0.00073802,             0.00073802,             0.00073802
                     22,                0.92286,                0.86003,                 1.1454,                0.76962,                0.75738,                0.82015,                0.59819,                0.93464,                0.85419,                 1.2334,             0.00072902,             0.00072902,             0.00072902
                     23,                0.88688,                0.81382,                 1.1334,                0.74953,                0.80307,                0.82998,                0.60293,                0.93438,                0.87108,                 1.2435,             0.00072002,             0.00072002,             0.00072002
                     24,                0.88429,                0.82046,                  1.127,                0.79131,                0.79464,                 0.8501,                0.62082,                0.95645,                0.81972,                 1.2531,             0.00071102,             0.00071102,             0.00071102
                     25,                0.88785,                0.82735,                 1.1386,                0.76059,                0.81485,                0.83007,                0.61688,                0.91473,                 0.8337,                 1.2216,             0.00070202,             0.00070202,             0.00070202
                     26,                 0.8796,                0.79345,                 1.1272,                 0.7717,                0.77814,                0.82063,                0.60071,                0.91792,                0.86795,                 1.2147,             0.00069302,             0.00069302,             0.00069302
                     27,                0.87396,                0.79661,                 1.1324,                 0.7714,                0.79203,                0.82644,                0.61816,                0.91663,                0.83504,                 1.2089,             0.00068402,             0.00068402,             0.00068402
                     28,                0.86931,                0.78346,                 1.1247,                0.75478,                 0.7965,                0.83471,                0.62976,                0.90098,                0.84425,                 1.2034,             0.00067502,             0.00067502,             0.00067502
                     29,                0.87029,                0.77302,                 1.1223,                0.81315,                0.77045,                0.84659,                0.63316,                0.90996,                0.78953,                 1.2199,             0.00066602,             0.00066602,             0.00066602
                     30,                0.84658,                0.76475,                 1.1203,                0.78733,                0.74519,                0.83541,                0.62138,                0.92111,                0.90023,                 1.2257,             0.00065703,             0.00065703,             0.00065703
                     31,                0.86189,                0.75294,                 1.1158,                0.76304,                0.79971,                0.84341,                0.62902,                0.91437,                0.83703,                 1.2087,             0.00064803,             0.00064803,             0.00064803
                     32,                0.84685,                 0.7247,                 1.1064,                0.77615,                0.81428,                0.84986,                0.63803,                0.88081,                 0.8033,                 1.1998,             0.00063903,             0.00063903,             0.00063903
                     33,                0.82725,                0.72911,                 1.0982,                 0.7622,                0.84059,                0.85498,                0.63698,                0.89221,                0.77379,                  1.199,             0.00063003,             0.00063003,             0.00063003
                     34,                0.82831,                0.73422,                 1.0979,                0.75593,                0.83102,                0.84093,                0.62823,                0.91744,                0.79995,                 1.2154,             0.00062103,             0.00062103,             0.00062103
                     35,                0.82052,                0.71923,                 1.1037,                0.76674,                0.84506,                0.84289,                0.63828,                0.87203,                0.78915,                 1.1941,             0.00061203,             0.00061203,             0.00061203
                     36,                0.82391,                0.71156,                  1.097,                0.73968,                 0.8512,                0.85625,                0.64359,                0.89314,                0.76415,                 1.1962,             0.00060303,             0.00060303,             0.00060303
                     37,                0.81342,                0.69918,                 1.0964,                0.80461,                 0.8111,                0.85677,                0.64224,                0.88229,                0.73063,                 1.1898,             0.00059403,             0.00059403,             0.00059403
                     38,                0.81463,                0.70064,                 1.0901,                 0.7763,                 0.8423,                0.86061,                0.64849,                0.87754,                 0.7437,                 1.1901,             0.00058503,             0.00058503,             0.00058503
                     39,                0.78533,                0.66409,                 1.0799,                0.77828,                 0.8203,                0.85356,                 0.6456,                0.88409,                0.75406,                 1.1972,             0.00057603,             0.00057603,             0.00057603
                     40,                0.80333,                0.67853,                 1.0895,                0.79234,                0.79753,                0.86016,                0.64756,                0.87463,                 0.7556,                 1.1847,             0.00056703,             0.00056703,             0.00056703
                     41,                0.79745,                0.67675,                 1.0808,                0.78412,                0.84212,                0.86487,                0.65512,                0.87172,                0.75056,                 1.1876,             0.00055804,             0.00055804,             0.00055804
                     42,                0.78741,                0.65286,                 1.0737,                0.79503,                0.80794,                0.85998,                0.64861,                0.88984,                 0.7618,                 1.1858,             0.00054904,             0.00054904,             0.00054904
                     43,                0.78908,                0.65415,                 1.0769,                0.77407,                0.79713,                0.85281,                0.64308,                0.89744,                0.79231,                 1.1994,             0.00054004,             0.00054004,             0.00054004
                     44,                 0.7846,                0.64183,                 1.0708,                0.78765,                0.81097,                0.85843,                0.65894,                0.87955,                0.77112,                 1.1846,             0.00053104,             0.00053104,             0.00053104
                     45,                0.77862,                0.66459,                 1.0849,                0.78897,                0.83661,                 0.8627,                0.65521,                 0.8573,                0.74203,                 1.1729,             0.00052204,             0.00052204,             0.00052204
                     46,                0.77807,                0.65238,                 1.0677,                0.76623,                0.83739,                 0.8614,                0.65117,                0.86214,                0.77137,                 1.1797,             0.00051304,             0.00051304,             0.00051304
                     47,                0.78628,                 0.6552,                 1.0695,                0.77858,                0.82068,                0.86324,                0.65498,                0.85619,                0.76378,                 1.1774,             0.00050404,             0.00050404,             0.00050404
                     48,                0.77527,                0.64093,                 1.0635,                0.77099,                0.86693,                0.87471,                0.66968,                0.84529,                0.72063,                  1.174,             0.00049504,             0.00049504,             0.00049504
                     49,                0.76125,                0.63768,                 1.0578,                0.78386,                0.81798,                0.86473,                0.67141,                  0.838,                0.75038,                 1.1745,             0.00048604,             0.00048604,             0.00048604
                     50,                0.75427,                0.62382,                 1.0586,                0.80124,                0.79583,                0.86106,                0.66406,                0.84853,                0.73655,                 1.1651,             0.00047704,             0.00047704,             0.00047704
                     51,                  0.743,                0.61891,                  1.068,                0.80178,                0.82656,                 0.8724,                0.67153,                0.84106,                  0.732,                 1.1572,             0.00046804,             0.00046804,             0.00046804
                     52,                0.75528,                0.62279,                 1.0551,                0.79745,                0.80844,                0.86882,                0.66816,                0.83787,                0.72653,                 1.1547,             0.00045904,             0.00045904,             0.00045904
                     53,                0.75272,                0.61312,                 1.0636,                0.79497,                0.83019,                0.87156,                0.66929,                0.85366,                0.72683,                 1.1724,             0.00045005,             0.00045005,             0.00045005
                     54,                0.74199,                0.61206,                 1.0502,                0.77472,                0.84302,                 0.8648,                0.66022,                0.84658,                0.70844,                 1.1758,             0.00044105,             0.00044105,             0.00044105
                     55,                0.73118,                0.60008,                 1.0493,                0.79004,                0.80147,                0.85983,                0.65738,                0.84241,                0.73175,                 1.1617,             0.00043205,             0.00043205,             0.00043205
                     56,                0.72976,                 0.5935,                 1.0507,                0.77206,                0.85134,                0.87237,                0.67584,                0.83754,                0.70173,                 1.1724,             0.00042305,             0.00042305,             0.00042305
                     57,                0.74387,                0.59627,                 1.0556,                0.80919,                 0.7932,                0.86385,                0.66177,                0.84835,                0.71796,                 1.1743,             0.00041405,             0.00041405,             0.00041405
                     58,                 0.7244,                 0.5833,                 1.0431,                0.79319,                0.81814,                 0.8727,                0.66873,                0.83764,                0.70521,                 1.1659,             0.00040505,             0.00040505,             0.00040505
                     59,                0.72112,                0.58817,                 1.0395,                0.81592,                0.80923,                 0.8676,                0.67011,                0.83256,                0.68959,                 1.1702,             0.00039605,             0.00039605,             0.00039605
                     60,                0.72614,                0.59333,                 1.0382,                0.79503,                0.83983,                0.87414,                0.67641,                0.83738,                0.71261,                  1.171,             0.00038705,             0.00038705,             0.00038705
                     61,                0.71931,                0.57775,                 1.0369,                 0.8019,                 0.8198,                0.87232,                0.67662,                0.83157,                0.71598,                 1.1555,             0.00037805,             0.00037805,             0.00037805
                     62,                 0.7072,                0.56515,                 1.0407,                0.78351,                0.86855,                0.87306,                 0.6772,                 0.8301,                0.69893,                  1.169,             0.00036905,             0.00036905,             0.00036905
                     63,                0.71765,                0.57404,                 1.0376,                0.77237,                0.85099,                0.86651,                0.67379,                0.82605,                0.71354,                 1.1634,             0.00036005,             0.00036005,             0.00036005
                     64,                0.71332,                0.57709,                 1.0432,                0.79652,                0.84042,                 0.8692,                0.68296,                 0.8239,                0.70503,                 1.1621,             0.00035106,             0.00035106,             0.00035106
                     65,                0.70218,                0.55168,                 1.0288,                0.77431,                0.86987,                0.87157,                0.67754,                0.83336,                0.68866,                 1.1615,             0.00034206,             0.00034206,             0.00034206
                     66,                0.69527,                0.55463,                 1.0369,                 0.7971,                0.85599,                0.86666,                0.66781,                0.84278,                0.70238,                 1.1746,             0.00033306,             0.00033306,             0.00033306
                     67,                0.69101,                0.55098,                  1.024,                0.79249,                0.83388,                0.87053,                0.67975,                 0.8308,                 0.7073,                 1.1712,             0.00032406,             0.00032406,             0.00032406
                     68,                0.69644,                0.55216,                 1.0267,                0.77028,                0.85803,                0.86872,                 0.6719,                0.83736,                0.68861,                 1.1716,             0.00031506,             0.00031506,             0.00031506
                     69,                0.69235,                 0.5479,                 1.0205,                0.81618,                0.81172,                0.86101,                0.66821,                0.81905,                0.69352,                 1.1557,             0.00030606,             0.00030606,             0.00030606
                     70,                0.67856,                0.54105,                 1.0199,                0.79725,                0.81867,                0.87255,                0.67481,                0.84079,                 0.7003,                 1.1669,             0.00029706,             0.00029706,             0.00029706
                     71,                0.67337,                0.53928,                 1.0113,                0.79803,                0.83124,                0.87093,                0.67786,                0.82856,                0.65964,                 1.1721,             0.00028806,             0.00028806,             0.00028806
                     72,                 0.6765,                0.53624,                 1.0175,                0.77787,                0.84432,                0.87553,                0.68361,                0.81461,                 0.6617,                 1.1495,             0.00027906,             0.00027906,             0.00027906
                     73,                0.66365,                0.52961,                 1.0132,                0.78714,                0.83386,                0.87282,                0.68107,                 0.8262,                0.67101,                 1.1555,             0.00027006,             0.00027006,             0.00027006
                     74,                0.66154,                0.52141,                 1.0184,                0.84035,                 0.7927,                0.88048,                0.68699,                0.81992,                0.65974,                   1.17,             0.00026106,             0.00026106,             0.00026106
                     75,                 0.6657,                0.52104,                 1.0095,                0.82511,                0.79603,                0.87973,                0.68823,                0.82712,                0.67647,                 1.1673,             0.00025207,             0.00025207,             0.00025207
                     76,                0.64786,                0.50783,                 1.0051,                0.77147,                 0.8572,                0.87375,                0.68704,                0.81425,                0.69102,                 1.1657,             0.00024307,             0.00024307,             0.00024307
                     77,                 0.6552,                0.51231,                 1.0066,                0.79593,                 0.8464,                 0.8753,                0.68139,                0.82294,                0.69116,                 1.1782,             0.00023407,             0.00023407,             0.00023407
                     78,                0.64765,                0.51084,                 1.0029,                0.78738,                0.84203,                0.87248,                0.67947,                0.82045,                 0.6973,                 1.1715,             0.00022507,             0.00022507,             0.00022507
                     79,                0.64907,                0.51552,                 1.0017,                0.76567,                0.85567,                0.87481,                0.68565,                0.82111,                0.69159,                 1.1617,             0.00021607,             0.00021607,             0.00021607
                     80,                0.64962,                0.49891,                 1.0039,                0.79823,                0.84057,                0.87118,                0.68137,                 0.8151,                0.68683,                 1.1624,             0.00020707,             0.00020707,             0.00020707
                     81,                0.66076,                0.51499,                  1.007,                0.78662,                0.85268,                0.86887,                0.67905,                 0.8163,                0.70863,                  1.164,             0.00019807,             0.00019807,             0.00019807
                     82,                0.63632,                0.49379,                 0.9997,                0.78447,                0.85667,                 0.8752,                0.68364,                0.81428,                0.69088,                 1.1735,             0.00018907,             0.00018907,             0.00018907
                     83,                 0.6343,                0.50093,                 1.0066,                0.78805,                0.85137,                0.86913,                0.68181,                0.81863,                0.68667,                 1.1663,             0.00018007,             0.00018007,             0.00018007
                     84,                0.63149,                0.49226,                0.99752,                0.78391,                0.84829,                0.86616,                0.67821,                0.82527,                0.70354,                 1.1761,             0.00017107,             0.00017107,             0.00017107
                     85,                0.62485,                0.48728,                0.99551,                0.76835,                0.86202,                0.86726,                0.67657,                0.82736,                0.69328,                 1.1757,             0.00016207,             0.00016207,             0.00016207
                     86,                0.63184,                0.49487,                 1.0006,                0.80151,                0.84627,                0.87338,                0.68552,                0.81546,                0.69042,                 1.1704,             0.00015308,             0.00015308,             0.00015308
                     87,                0.63017,                0.48654,                0.99661,                0.78275,                0.84904,                0.86926,                 0.6818,                0.80367,                0.68913,                 1.1628,             0.00014408,             0.00014408,             0.00014408
                     88,                0.63101,                0.49005,                  0.991,                0.78031,                0.85949,                0.86957,                0.67704,                 0.8135,                0.70217,                 1.1687,             0.00013508,             0.00013508,             0.00013508
                     89,                 0.6207,                0.47948,                0.99219,                0.77097,                0.87175,                0.87355,                0.68324,                 0.8066,                0.69373,                 1.1624,             0.00012608,             0.00012608,             0.00012608
                     90,                0.62417,                0.48091,                0.99049,                0.77071,                0.86805,                0.87355,                0.68164,                 0.8164,                0.69944,                   1.17,             0.00011708,             0.00011708,             0.00011708
